d6_compute_09,Drone6,Drone1:131;Drone2:28;Drone3:28;Drone4:28;Drone5:28;Drone6:27;Drone7:25;Drone8:25,250.5,relative_computed,local,
d6_send_d1_09,Drone6,Drone1:131;Drone2:28;Drone3:28;Drone4:28;Drone5:28;Drone6:28;Drone7:25;Drone8:25,251.0,relative_sent,send,Drone1
d1_recv_d6_09,Drone1,Drone1:132;Drone2:28;Drone3:28;Drone4:28;Drone5:28;Drone6:28;Drone7:25;Drone8:25,252.0,relative_confirmed,receive,Drone6
d1_send_d7_09,Drone1,Drone1:133;Drone2:28;Drone3:28;Drone4:28;Drone5:28;Drone6:28;Drone7:25;Drone8:25,253.2,velocity_sent,send,Drone7
d7_recv_d1_09,Drone7,Drone1:133;Drone2:28;Drone3:28;Drone4:28;Drone5:28;Drone6:28;Drone7:26;Drone8:25,254.0,processing,receive,Drone1
d7_compute_09,Drone7,Drone1:133;Drone2:28;Drone3:28;Drone4:28;Drone5:28;Drone6:28;Drone7:27;Drone8:25,254.5,relative_computed,local,
d7_send_d1_09,Drone7,Drone1:133;Drone2:28;Drone3:28;Drone4:28;Drone5:28;Drone6:28;Drone7:28;Drone8:25,255.0,relative_sent,send,Drone1
d1_recv_d7_09,Drone1,Drone1:134;Drone2:28;Drone3:28;Drone4:28;Drone5:28;Drone6:28;Drone7:28;Drone8:25,256.0,relative_confirmed,receive,Drone7
d1_send_d8_09,Drone1,Drone1:135;Drone2:28;Drone3:28;Drone4:28;Drone5:28;Drone6:28;Drone7:28;Drone8:25,257.2,velocity_sent,send,Drone8
d8_recv_d1_09,Drone8,Drone1:135;Drone2:28;Drone3:28;Drone4:28;Drone5:28;Drone6:28;Drone7:28;Drone8:26,258.0,processing,receive,Drone1
d8_compute_09,Drone8,Drone1:135;Drone2:28;Drone3:28;Drone4:28;Drone5:28;Drone6:28;Drone7:28;Drone8:27,258.5,relative_computed,local,
d8_send_d1_09,Drone8,Drone1:135;Drone2:28;Drone3:28;Drone4:28;Drone5:28;Drone6:28;Drone7:28;Drone8:28,259.0,relative_sent,send,Drone1
d1_recv_d8_09,Drone1,Drone1:136;Drone2:28;Drone3:28;Drone4:28;Drone5:28;Drone6:28;Drone7:28;Drone8:28,260.0,relative_confirmed,receive,Drone8
d1_measure_10,Drone1,Drone1:137;Drone2:28;Drone3:28;Drone4:28;Drone5:28;Drone6:28;Drone7:28;Drone8:28,262.0,velocity_measured,local,
d1_send_d2_10,Drone1,Drone1:138;Drone2:28;Drone3:28;Drone4:28;Drone5:28;Drone6:28;Drone7:28;Drone8:28,262.2,velocity_sent,send,Drone2
d2_recv_d1_10,Drone2,Drone1:138;Drone2:29;Drone3:28;Drone4:28;Drone5:28;Drone6:28;Drone7:28;Drone8:28,263.0,processing,receive,Drone1
d2_compute_10,Drone2,Drone1:138;Drone2:30;Drone3:28;Drone4:28;Drone5:28;Drone6:28;Drone7:28;Drone8:28,263.5,relative_computed,local,
d2_send_d1_10,Drone2,Drone1:138;Drone2:31;Drone3:28;Drone4:28;Drone5:28;Drone6:28;Drone7:28;Drone8:28,264.0,relative_sent,send,Drone1
d1_recv_d2_10,Drone1,Drone1:139;Drone2:31;Drone3:28;Drone4:28;Drone5:28;Drone6:28;Drone7:28;Drone8:28,265.0,relative_confirmed,receive,Drone2
d1_send_d3_10,Drone1,Drone1:140;Drone2:31;Drone3:28;Drone4:28;Drone5:28;Drone6:28;Drone7:28;Drone8:28,266.2,velocity_sent,send,Drone3
d3_recv_d1_10,Drone3,Drone1:140;Drone2:31;Drone3:29;Drone4:28;Drone5:28;Drone6:28;Drone7:28;Drone8:28,267.0,processing,receive,Drone1
d3_compute_10,Drone3,Drone1:140;Drone2:31;Drone3:30;Drone4:28;Drone5:28;Drone6:28;Drone7:28;Drone8:28,267.5,relative_computed,local,
d3_send_d1_10,Drone3,Drone1:140;Drone2:31;Drone3:31;Drone4:28;Drone5:28;Drone6:28;Drone7:28;Drone8:28,268.0,relative_sent,send,Drone1
d1_recv_d3_10,Drone1,Drone1:141;Drone2:31;Drone3:31;Drone4:28;Drone5:28;Drone6:28;Drone7:28;Drone8:28,269.0,relative_confirmed,receive,Drone3
d1_send_d4_10,Drone1,Drone1:142;Drone2:31;Drone3:31;Drone4:28;Drone5:28;Drone6:28;Drone7:28;Drone8:28,270.2,velocity_sent,send,Drone4
d4_recv_d1_10,Drone4,Drone1:142;Drone2:31;Drone3:31;Drone4:29;Drone5:28;Drone6:28;Drone7:28;Drone8:28,271.0,processing,receive,Drone1
d4_compute_10,Drone4,Drone1:142;Drone2:31;Drone3:31;Drone4:30;Drone5:28;Drone6:28;Drone7:28;Drone8:28,271.5,relative_computed,local,
d4_send_d1_10,Drone4,Drone1:142;Drone2:31;Drone3:31;Drone4:31;Drone5:28;Drone6:28;Drone7:28;Drone8:28,272.0,relative_sent,send,Drone1
d1_recv_d4_10,Drone1,Drone1:143;Drone2:31;Drone3:31;Drone4:31;Drone5:28;Drone6:28;Drone7:28;Drone8:28,273.0,relative_confirmed,receive,Drone4
d1_send_d5_10,Drone1,Drone1:144;Drone2:31;Drone3:31;Drone4:31;Drone5:28;Drone6:28;Drone7:28;Drone8:28,274.2,velocity_sent,send,Drone5
d5_recv_d1_10,Drone5,Drone1:144;Drone2:31;Drone3:31;Drone4:31;Drone5:29;Drone6:28;Drone7:28;Drone8:28,275.0,processing,receive,Drone1
d5_compute_10,Drone5,Drone1:144;Drone2:31;Drone3:31;Drone4:31;Drone5:30;Drone6:28;Drone7:28;Drone8:28,275.5,relative_computed,local,
d5_send_d1_10,Drone5,Drone1:144;Drone2:31;Drone3:31;Drone4:31;Drone5:31;Drone6:28;Drone7:28;Drone8:28,276.0,relative_sent,send,Drone1
d1_recv_d5_10,Drone1,Drone1:145;Drone2:31;Drone3:31;Drone4:31;Drone5:31;Drone6:28;Drone7:28;Drone8:28,277.0,relative_confirmed,receive,Drone5
d1_send_d6_10,Drone1,Drone1:146;Drone2:31;Drone3:31;Drone4:31;Drone5:31;Drone6:28;Drone7:28;Drone8:28,278.2,velocity_sent,send,Drone6
d6_recv_d1_10,Drone6,Drone1:146;Drone2:31;Drone3:31;Drone4:31;Drone5:31;Drone6:29;Drone7:28;Drone8:28,279.0,processing,receive,Drone1
d6_compute_10,Drone6,Drone1:146;Drone2:31;Drone3:31;Drone4:31;Drone5:31;Drone6:30;Drone7:28;Drone8:28,279.5,relative_computed,local,
d6_send_d1_10,Drone6,Drone1:146;Drone2:31;Drone3:31;Drone4:31;Drone5:31;Drone6:31;Drone7:28;Drone8:28,280.0,relative_sent,send,Drone1
d1_recv_d6_10,Drone1,Drone1:147;Drone2:31;Drone3:31;Drone4:31;Drone5:31;Drone6:31;Drone7:28;Drone8:28,281.0,relative_confirmed,receive,Drone6
d1_send_d7_10,Drone1,Drone1:148;Drone2:31;Drone3:31;Drone4:31;Drone5:31;Drone6:31;Drone7:28;Drone8:28,282.2,velocity_sent,send,Drone7
d7_recv_d1_10,Drone7,Drone1:148;Drone2:31;Drone3:31;Drone4:31;Drone5:31;Drone6:31;Drone7:29;Drone8:28,283.0,processing,receive,Drone1
d7_compute_10,Drone7,Drone1:148;Drone2:31;Drone3:31;Drone4:31;Drone5:31;Drone6:31;Drone7:30;Drone8:28,283.5,relative_computed,local,
d7_send_d1_10,Drone7,Drone1:148;Drone2:31;Drone3:31;Drone4:31;Drone5:31;Drone6:31;Drone7:31;Drone8:28,284.0,relative_sent,send,Drone1
d1_recv_d7_10,Drone1,Drone1:149;Drone2:31;Drone3:31;Drone4:31;Drone5:31;Drone6:31;Drone7:31;Drone8:28,285.0,relative_confirmed,receive,Drone7
d1_send_d8_10,Drone1,Drone1:150;Drone2:31;Drone3:31;Drone4:31;Drone5:31;Drone6:31;Drone7:31;Drone8:28,286.2,velocity_sent,send,Drone8
d8_recv_d1_10,Drone8,Drone1:150;Drone2:31;Drone3:31;Drone4:31;Drone5:31;Drone6:31;Drone7:31;Drone8:29,287.0,processing,receive,Drone1
d8_compute_10,Drone8,Drone1:150;Drone2:31;Drone3:31;Drone4:31;Drone5:31;Drone6:31;Drone7:31;Drone8:30,287.5,relative_computed,local,
d8_send_d1_10,Drone8,Drone1:150;Drone2:31;Drone3:31;Drone4:31;Drone5:31;Drone6:31;Drone7:31;Drone8:31,288.0,relative_sent,send,Drone1
d1_recv_d8_10,Drone1,Drone1:151;Drone2:31;Drone3:31;Drone4:31;Drone5:31;Drone6:31;Drone7:31;Drone8:31,289.0,relative_confirmed,receive,Drone8
d1_measure_11,Drone1,Drone1:152;Drone2:31;Drone3:31;Drone4:31;Drone5:31;Drone6:31;Drone7:31;Drone8:31,291.0,velocity_measured,local,
d1_send_d2_11,Drone1,Drone1:153;Drone2:31;Drone3:31;Drone4:31;Drone5:31;Drone6:31;Drone7:31;Drone8:31,291.2,velocity_sent,send,Drone2
d2_recv_d1_11,Drone2,Drone1:153;Drone2:32;Drone3:31;Drone4:31;Drone5:31;Drone6:31;Drone7:31;Drone8:31,292.0,processing,receive,Drone1
d2_compute_11,Drone2,Drone1:153;Drone2:33;Drone3:31;Drone4:31;Drone5:31;Drone6:31;Drone7:31;Drone8:31,292.5,relative_computed,local,
d2_send_d1_11,Drone2,Drone1:153;Drone2:34;Drone3:31;Drone4:31;Drone5:31;Drone6:31;Drone7:31;Drone8:31,293.0,relative_sent,send,Drone1
d1_recv_d2_11,Drone1,Drone1:154;Drone2:34;Drone3:31;Drone4:31;Drone5:31;Drone6:31;Drone7:31;Drone8:31,294.0,relative_confirmed,receive,Drone2
d1_send_d3_11,Drone1,Drone1:155;Drone2:34;Drone3:31;Drone4:31;Drone5:31;Drone6:31;Drone7:31;Drone8:31,295.2,velocity_sent,send,Drone3
d3_recv_d1_11,Drone3,Drone1:155;Drone2:34;Drone3:32;Drone4:31;Drone5:31;Drone6:31;Drone7:31;Drone8:31,296.0,processing,receive,Drone1
d3_compute_11,Drone3,Drone1:155;Drone2:34;Drone3:33;Drone4:31;Drone5:31;Drone6:31;Drone7:31;Drone8:31,296.5,relative_computed,local,
d3_send_d1_11,Drone3,Drone1:155;Drone2:34;Drone3:34;Drone4:31;Drone5:31;Drone6:31;Drone7:31;Drone8:31,297.0,relative_sent,send,Drone1
d1_recv_d3_11,Drone1,Drone1:156;Drone2:34;Drone3:34;Drone4:31;Drone5:31;Drone6:31;Drone7:31;Drone8:31,298.0,relative_confirmed,receive,Drone3
d1_send_d4_11,Drone1,Drone1:157;Drone2:34;Drone3:34;Drone4:31;Drone5:31;Drone6:31;Drone7:31;Drone8:31,299.2,velocity_sent,send,Drone4
d4_recv_d1_11,Drone4,Drone1:157;Drone2:34;Drone3:34;Drone4:32;Drone5:31;Drone6:31;Drone7:31;Drone8:31,300.0,processing,receive,Drone1
d4_compute_11,Drone4,Drone1:157;Drone2:34;Drone3:34;Drone4:33;Drone5:31;Drone6:31;Drone7:31;Drone8:31,300.5,relative_computed,local,
d4_send_d1_11,Drone4,Drone1:157;Drone2:34;Drone3:34;Drone4:34;Drone5:31;Drone6:31;Drone7:31;Drone8:31,301.0,relative_sent,send,Drone1
d1_recv_d4_11,Drone1,Drone1:158;Drone2:34;Drone3:34;Drone4:34;Drone5:31;Drone6:31;Drone7:31;Drone8:31,302.0,relative_confirmed,receive,Drone4
d1_send_d5_11,Drone1,Drone1:159;Drone2:34;Drone3:34;Drone4:34;Drone5:31;Drone6:31;Drone7:31;Drone8:31,303.2,velocity_sent,send,Drone5
d5_recv_d1_11,Drone5,Drone1:159;Drone2:34;Drone3:34;Drone4:34;Drone5:32;Drone6:31;Drone7:31;Drone8:31,304.0,processing,receive,Drone1
d5_compute_11,Drone5,Drone1:159;Drone2:34;Drone3:34;Drone4:34;Drone5:33;Drone6:31;Drone7:31;Drone8:31,304.5,relative_computed,local,
d5_send_d1_11,Drone5,Drone1:159;Drone2:34;Drone3:34;Drone4:34;Drone5:34;Drone6:31;Drone7:31;Drone8:31,305.0,relative_sent,send,Drone1
d1_recv_d5_11,Drone1,Drone1:160;Drone2:34;Drone3:34;Drone4:34;Drone5:34;Drone6:31;Drone7:31;Drone8:31,306.0,relative_confirmed,receive,Drone5
d1_send_d6_11,Drone1,Drone1:161;Drone2:34;Drone3:34;Drone4:34;Drone5:34;Drone6:31;Drone7:31;Drone8:31,307.2,velocity_sent,send,Drone6
d6_recv_d1_11,Drone6,Drone1:161;Drone2:34;Drone3:34;Drone4:34;Drone5:34;Drone6:32;Drone7:31;Drone8:31,308.0,processing,receive,Drone1
d6_compute_11,Drone6,Drone1:161;Drone2:34;Drone3:34;Drone4:34;Drone5:34;Drone6:33;Drone7:31;Drone8:31,308.5,relative_computed,local,
d6_send_d1_11,Drone6,Drone1:161;Drone2:34;Drone3:34;Drone4:34;Drone5:34;Drone6:34;Drone7:31;Drone8:31,309.0,relative_sent,send,Drone1
d1_recv_d6_11,Drone1,Drone1:162;Drone2:34;Drone3:34;Drone4:34;Drone5:34;Drone6:34;Drone7:31;Drone8:31,310.0,relative_confirmed,receive,Drone6
d1_send_d7_11,Drone1,Drone1:163;Drone2:34;Drone3:34;Drone4:34;Drone5:34;Drone6:34;Drone7:31;Drone8:31,311.2,velocity_sent,send,Drone7
d7_recv_d1_11,Drone7,Drone1:163;Drone2:34;Drone3:34;Drone4:34;Drone5:34;Drone6:34;Drone7:32;Drone8:31,312.0,processing,receive,Drone1
d7_compute_11,Drone7,Drone1:163;Drone2:34;Drone3:34;Drone4:34;Drone5:34;Drone6:34;Drone7:33;Drone8:31,312.5,relative_computed,local,
d7_send_d1_11,Drone7,Drone1:163;Drone2:34;Drone3:34;Drone4:34;Drone5:34;Drone6:34;Drone7:34;Drone8:31,313.0,relative_sent,send,Drone1
d1_recv_d7_11,Drone1,Drone1:164;Drone2:34;Drone3:34;Drone4:34;Drone5:34;Drone6:34;Drone7:34;Drone8:31,314.0,relative_confirmed,receive,Drone7
d1_send_d8_11,Drone1,Drone1:165;Drone2:34;Drone3:34;Drone4:34;Drone5:34;Drone6:34;Drone7:34;Drone8:31,315.2,velocity_sent,send,Drone8
d8_recv_d1_11,Drone8,Drone1:165;Drone2:34;Drone3:34;Drone4:34;Drone5:34;Drone6:34;Drone7:34;Drone8:32,316.0,processing,receive,Drone1
d8_compute_11,Drone8,Drone1:165;Drone2:34;Drone3:34;Drone4:34;Drone5:34;Drone6:34;Drone7:34;Drone8:33,316.5,relative_computed,local,
d8_send_d1_11,Drone8,Drone1:165;Drone2:34;Drone3:34;Drone4:34;Drone5:34;Drone6:34;Drone7:34;Drone8:34,317.0,relative_sent,send,Drone1
d1_recv_d8_11,Drone1,Drone1:166;Drone2:34;Drone3:34;Drone4:34;Drone5:34;Drone6:34;Drone7:34;Drone8:34,318.0,relative_confirmed,receive,Drone8
d1_measure_12,Drone1,Drone1:167;Drone2:34;Drone3:34;Drone4:34;Drone5:34;Drone6:34;Drone7:34;Drone8:34,320.0,velocity_measured,local,
d1_send_d2_12,Drone1,Drone1:168;Drone2:34;Drone3:34;Drone4:34;Drone5:34;Drone6:34;Drone7:34;Drone8:34,320.2,velocity_sent,send,Drone2
d2_recv_d1_12,Drone2,Drone1:168;Drone2:35;Drone3:34;Drone4:34;Drone5:34;Drone6:34;Drone7:34;Drone8:34,321.0,processing,receive,Drone1
d2_compute_12,Drone2,Drone1:168;Drone2:36;Drone3:34;Drone4:34;Drone5:34;Drone6:34;Drone7:34;Drone8:34,321.5,relative_computed,local,
d2_send_d1_12,Drone2,Drone1:168;Drone2:37;Drone3:34;Drone4:34;Drone5:34;Drone6:34;Drone7:34;Drone8:34,322.0,relative_sent,send,Drone1
d1_recv_d2_12,Drone1,Drone1:169;Drone2:37;Drone3:34;Drone4:34;Drone5:34;Drone6:34;Drone7:34;Drone8:34,323.0,relative_confirmed,receive,Drone2
d1_send_d3_12,Drone1,Drone1:170;Drone2:37;Drone3:34;Drone4:34;Drone5:34;Drone6:34;Drone7:34;Drone8:34,324.2,velocity_sent,send,Drone3
d3_recv_d1_12,Drone3,Drone1:170;Drone2:37;Drone3:35;Drone4:34;Drone5:34;Drone6:34;Drone7:34;Drone8:34,325.0,processing,receive,Drone1
d3_compute_12,Drone3,Drone1:170;Drone2:37;Drone3:36;Drone4:34;Drone5:34;Drone6:34;Drone7:34;Drone8:34,325.5,relative_computed,local,
d3_send_d1_12,Drone3,Drone1:170;Drone2:37;Drone3:37;Drone4:34;Drone5:34;Drone6:34;Drone7:34;Drone8:34,326.0,relative_sent,send,Drone1
d1_recv_d3_12,Drone1,Drone1:171;Drone2:37;Drone3:37;Drone4:34;Drone5:34;Drone6:34;Drone7:34;Drone8:34,327.0,relative_confirmed,receive,Drone3
d1_send_d4_12,Drone1,Drone1:172;Drone2:37;Drone3:37;Drone4:34;Drone5:34;Drone6:34;Drone7:34;Drone8:34,328.2,velocity_sent,send,Drone4
d4_recv_d1_12,Drone4,Drone1:172;Drone2:37;Drone3:37;Drone4:35;Drone5:34;Drone6:34;Drone7:34;Drone8:34,329.0,processing,receive,Drone1
d4_compute_12,Drone4,Drone1:172;Drone2:37;Drone3:37;Drone4:36;Drone5:34;Drone6:34;Drone7:34;Drone8:34,329.5,relative_computed,local,
d4_send_d1_12,Drone4,Drone1:172;Drone2:37;Drone3:37;Drone4:37;Drone5:34;Drone6:34;Drone7:34;Drone8:34,330.0,relative_sent,send,Drone1
d1_recv_d4_12,Drone1,Drone1:173;Drone2:37;Drone3:37;Drone4:37;Drone5:34;Drone6:34;Drone7:34;Drone8:34,331.0,relative_confirmed,receive,Drone4
d1_send_d5_12,Drone1,Drone1:174;Drone2:37;Drone3:37;Drone4:37;Drone5:34;Drone6:34;Drone7:34;Drone8:34,332.2,velocity_sent,send,Drone5
d5_recv_d1_12,Drone5,Drone1:174;Drone2:37;Drone3:37;Drone4:37;Drone5:35;Drone6:34;Drone7:34;Drone8:34,333.0,processing,receive,Drone1
d5_compute_12,Drone5,Drone1:174;Drone2:37;Drone3:37;Drone4:37;Drone5:36;Drone6:34;Drone7:34;Drone8:34,333.5,relative_computed,local,
d5_send_d1_12,Drone5,Drone1:174;Drone2:37;Drone3:37;Drone4:37;Drone5:37;Drone6:34;Drone7:34;Drone8:34,334.0,relative_sent,send,Drone1
d1_recv_d5_12,Drone1,Drone1:175;Drone2:37;Drone3:37;Drone4:37;Drone5:37;Drone6:34;Drone7:34;Drone8:34,335.0,relative_confirmed,receive,Drone5
d1_send_d6_12,Drone1,Drone1:176;Drone2:37;Drone3:37;Drone4:37;Drone5:37;Drone6:34;Drone7:34;Drone8:34,336.2,velocity_sent,send,Drone6
d6_recv_d1_12,Drone6,Drone1:176;Drone2:37;Drone3:37;Drone4:37;Drone5:37;Drone6:35;Drone7:34;Drone8:34,337.0,processing,receive,Drone1
d6_compute_12,Drone6,Drone1:176;Drone2:37;Drone3:37;Drone4:37;Drone5:37;Drone6:36;Drone7:34;Drone8:34,337.5,relative_computed,local,
d6_send_d1_12,Drone6,Drone1:176;Drone2:37;Drone3:37;Drone4:37;Drone5:37;Drone6:37;Drone7:34;Drone8:34,338.0,relative_sent,send,Drone1
d1_recv_d6_12,Drone1,Drone1:177;Drone2:37;Drone3:37;Drone4:37;Drone5:37;Drone6:37;Drone7:34;Drone8:34,339.0,relative_confirmed,receive,Drone6
d1_send_d7_12,Drone1,Drone1:178;Drone2:37;Drone3:37;Drone4:37;Drone5:37;Drone6:37;Drone7:34;Drone8:34,340.2,velocity_sent,send,Drone7
d7_recv_d1_12,Drone7,Drone1:178;Drone2:37;Drone3:37;Drone4:37;Drone5:37;Drone6:37;Drone7:35;Drone8:34,341.0,processing,receive,Drone1
d7_compute_12,Drone7,Drone1:178;Drone2:37;Drone3:37;Drone4:37;Drone5:37;Drone6:37;Drone7:36;Drone8:34,341.5,relative_computed,local,
d7_send_d1_12,Drone7,Drone1:178;Drone2:37;Drone3:37;Drone4:37;Drone5:37;Drone6:37;Drone7:37;Drone8:34,342.0,relative_sent,send,Drone1
d1_recv_d7_12,Drone1,Drone1:179;Drone2:37;Drone3:37;Drone4:37;Drone5:37;Drone6:37;Drone7:37;Drone8:34,343.0,relative_confirmed,receive,Drone7
d1_send_d8_12,Drone1,Drone1:180;Drone2:37;Drone3:37;Drone4:37;Drone5:37;Drone6:37;Drone7:37;Drone8:34,344.2,velocity_sent,send,Drone8
d8_recv_d1_12,Drone8,Drone1:180;Drone2:37;Drone3:37;Drone4:37;Drone5:37;Drone6:37;Drone7:37;Drone8:35,345.0,processing,receive,Drone1
d8_compute_12,Drone8,Drone1:180;Drone2:37;Drone3:37;Drone4:37;Drone5:37;Drone6:37;Drone7:37;Drone8:36,345.5,relative_computed,local,
d8_send_d1_12,Drone8,Drone1:180;Drone2:37;Drone3:37;Drone4:37;Drone5:37;Drone6:37;Drone7:37;Drone8:37,346.0,relative_sent,send,Drone1
d1_recv_d8_12,Drone1,Drone1:181;Drone2:37;Drone3:37;Drone4:37;Drone5:37;Drone6:37;Drone7:37;Drone8:37,347.0,relative_confirmed,receive,Drone8
d1_measure_13,Drone1,Drone1:182;Drone2:37;Drone3:37;Drone4:37;Drone5:37;Drone6:37;Drone7:37;Drone8:37,349.0,velocity_measured,local,
d1_send_d2_13,Drone1,Drone1:183;Drone2:37;Drone3:37;Drone4:37;Drone5:37;Drone6:37;Drone7:37;Drone8:37,349.2,velocity_sent,send,Drone2
d2_recv_d1_13,Drone2,Drone1:183;Drone2:38;Drone3:37;Drone4:37;Drone5:37;Drone6:37;Drone7:37;Drone8:37,350.0,processing,receive,Drone1
d2_compute_13,Drone2,Drone1:183;Drone2:39;Drone3:37;Drone4:37;Drone5:37;Drone6:37;Drone7:37;Drone8:37,350.5,relative_computed,local,
d2_send_d1_13,Drone2,Drone1:183;Drone2:40;Drone3:37;Drone4:37;Drone5:37;Drone6:37;Drone7:37;Drone8:37,351.0,relative_sent,send,Drone1
d1_recv_d2_13,Drone1,Drone1:184;Drone2:40;Drone3:37;Drone4:37;Drone5:37;Drone6:37;Drone7:37;Drone8:37,352.0,relative_confirmed,receive,Drone2
d1_send_d3_13,Drone1,Drone1:185;Drone2:40;Drone3:37;Drone4:37;Drone5:37;Drone6:37;Drone7:37;Drone8:37,353.2,velocity_sent,send,Drone3
d3_recv_d1_13,Drone3,Drone1:185;Drone2:40;Drone3:38;Drone4:37;Drone5:37;Drone6:37;Drone7:37;Drone8:37,354.0,processing,receive,Drone1
d3_compute_13,Drone3,Drone1:185;Drone2:40;Drone3:39;Drone4:37;Drone5:37;Drone6:37;Drone7:37;Drone8:37,354.5,relative_computed,local,
d3_send_d1_13,Drone3,Drone1:185;Drone2:40;Drone3:40;Drone4:37;Drone5:37;Drone6:37;Drone7:37;Drone8:37,355.0,relative_sent,send,Drone1
d1_recv_d3_13,Drone1,Drone1:186;Drone2:40;Drone3:40;Drone4:37;Drone5:37;Drone6:37;Drone7:37;Drone8:37,356.0,relative_confirmed,receive,Drone3
d1_send_d4_13,Drone1,Drone1:187;Drone2:40;Drone3:40;Drone4:37;Drone5:37;Drone6:37;Drone7:37;Drone8:37,357.2,velocity_sent,send,Drone4
d4_recv_d1_13,Drone4,Drone1:187;Drone2:40;Drone3:40;Drone4:38;Drone5:37;Drone6:37;Drone7:37;Drone8:37,358.0,processing,receive,Drone1
d4_compute_13,Drone4,Drone1:187;Drone2:40;Drone3:40;Drone4:39;Drone5:37;Drone6:37;Drone7:37;Drone8:37,358.5,relative_computed,local,
d4_send_d1_13,Drone4,Drone1:187;Drone2:40;Drone3:40;Drone4:40;Drone5:37;Drone6:37;Drone7:37;Drone8:37,359.0,relative_sent,send,Drone1
d1_recv_d4_13,Drone1,Drone1:188;Drone2:40;Drone3:40;Drone4:40;Drone5:37;Drone6:37;Drone7:37;Drone8:37,360.0,relative_confirmed,receive,Drone4
d1_send_d5_13,Drone1,Drone1:189;Drone2:40;Drone3:40;Drone4:40;Drone5:37;Drone6:37;Drone7:37;Drone8:37,361.2,velocity_sent,send,Drone5
d5_recv_d1_13,Drone5,Drone1:189;Drone2:40;Drone3:40;Drone4:40;Drone5:38;Drone6:37;Drone7:37;Drone8:37,362.0,processing,receive,Drone1
d5_compute_13,Drone5,Drone1:189;Drone2:40;Drone3:40;Drone4:40;Drone5:39;Drone6:37;Drone7:37;Drone8:37,362.5,relative_computed,local,
d5_send_d1_13,Drone5,Drone1:189;Drone2:40;Drone3:40;Drone4:40;Drone5:40;Drone6:37;Drone7:37;Drone8:37,363.0,relative_sent,send,Drone1
d1_recv_d5_13,Drone1,Drone1:190;Drone2:40;Drone3:40;Drone4:40;Drone5:40;Drone6:37;Drone7:37;Drone8:37,364.0,relative_confirmed,receive,Drone5
d1_send_d6_13,Drone1,Drone1:191;Drone2:40;Drone3:40;Drone4:40;Drone5:40;Drone6:37;Drone7:37;Drone8:37,365.2,velocity_sent,send,Drone6
d6_recv_d1_13,Drone6,Drone1:191;Drone2:40;Drone3:40;Drone4:40;Drone5:40;Drone6:38;Drone7:37;Drone8:37,366.0,processing,receive,Drone1
d6_compute_13,Drone6,Drone1:191;Drone2:40;Drone3:40;Drone4:40;Drone5:40;Drone6:39;Drone7:37;Drone8:37,366.5,relative_computed,local,
d6_send_d1_13,Drone6,Drone1:191;Drone2:40;Drone3:40;Drone4:40;Drone5:40;Drone6:40;Drone7:37;Drone8:37,367.0,relative_sent,send,Drone1
d1_recv_d6_13,Drone1,Drone1:192;Drone2:40;Drone3:40;Drone4:40;Drone5:40;Drone6:40;Drone7:37;Drone8:37,368.0,relative_confirmed,receive,Drone6
d1_send_d7_13,Drone1,Drone1:193;Drone2:40;Drone3:40;Drone4:40;Drone5:40;Drone6:40;Drone7:37;Drone8:37,369.2,velocity_sent,send,Drone7
d7_recv_d1_13,Drone7,Drone1:193;Drone2:40;Drone3:40;Drone4:40;Drone5:40;Drone6:40;Drone7:38;Drone8:37,370.0,processing,receive,Drone1
d7_compute_13,Drone7,Drone1:193;Drone2:40;Drone3:40;Drone4:40;Drone5:40;Drone6:40;Drone7:39;Drone8:37,370.5,relative_computed,local,
d7_send_d1_13,Drone7,Drone1:193;Drone2:40;Drone3:40;Drone4:40;Drone5:40;Drone6:40;Drone7:40;Drone8:37,371.0,relative_sent,send,Drone1
d1_recv_d7_13,Drone1,Drone1:194;Drone2:40;Drone3:40;Drone4:40;Drone5:40;Drone6:40;Drone7:40;Drone8:37,372.0,relative_confirmed,receive,Drone7
d1_send_d8_13,Drone1,Drone1:195;Drone2:40;Drone3:40;Drone4:40;Drone5:40;Drone6:40;Drone7:40;Drone8:37,373.2,velocity_sent,send,Drone8
d8_recv_d1_13,Drone8,Drone1:195;Drone2:40;Drone3:40;Drone4:40;Drone5:40;Drone6:40;Drone7:40;Drone8:38,374.0,processing,receive,Drone1
d8_compute_13,Drone8,Drone1:195;Drone2:40;Drone3:40;Drone4:40;Drone5:40;Drone6:40;Drone7:40;Drone8:39,374.5,relative_computed,local,
d8_send_d1_13,Drone8,Drone1:195;Drone2:40;Drone3:40;Drone4:40;Drone5:40;Drone6:40;Drone7:40;Drone8:40,375.0,relative_sent,send,Drone1
d1_recv_d8_13,Drone1,Drone1:196;Drone2:40;Drone3:40;Drone4:40;Drone5:40;Drone6:40;Drone7:40;Drone8:40,376.0,relative_confirmed,receive,Drone8
d1_measure_14,Drone1,Drone1:197;Drone2:40;Drone3:40;Drone4:40;Drone5:40;Drone6:40;Drone7:40;Drone8:40,378.0,velocity_measured,local,
d1_send_d2_14,Drone1,Drone1:198;Drone2:40;Drone3:40;Drone4:40;Drone5:40;Drone6:40;Drone7:40;Drone8:40,378.2,velocity_sent,send,Drone2
d2_recv_d1_14,Drone2,Drone1:198;Drone2:41;Drone3:40;Drone4:40;Drone5:40;Drone6:40;Drone7:40;Drone8:40,379.0,processing,receive,Drone1
