# Generated drone relative-velocity trace
# total_events: 100000
# drone_count: 2
# system_processes: Drone1|Drone2
eid,processes,vc,timestamp,props,event_type,msg_partner
d1_init,Drone1,Drone1:1;Drone2:0,0.0,stable,local,
d1_send_d2_9494,Drone1,Drone1:28482;Drone2:28480,47466.2,velocity_sent,send,Drone2
d2_recv_d1_9494,Drone2,Drone1:28482;Drone2:28481,47467.0,processing,receive,Drone1
d2_compute_9494,Drone2,Drone1:28482;Drone2:28482,47467.5,relative_computed,local,
d2_send_d1_9494,Drone2,Drone1:28482;Drone2:28483,47468.0,relative_sent,send,Drone1
d1_recv_d2_9494,Drone1,Drone1:28483;Drone2:28483,47469.0,relative_confirmed,receive,Drone2
d1_measure_9495,Drone1,Drone1:28484;Drone2:28483,47471.0,velocity_measured,local,
d1_send_d2_9495,Drone1,Drone1:28485;Drone2:28483,47471.2,velocity_sent,send,Drone2
d2_recv_d1_9495,Drone2,Drone1:28485;Drone2:28484,47472.0,processing,receive,Drone1
d2_compute_9495,Drone2,Drone1:28485;Drone2:28485,47472.5,relative_computed,local,
d2_send_d1_9495,Drone2,Drone1:28485;Drone2:28486,47473.0,relative_sent,send,Drone1
d1_recv_d2_9495,Drone1,Drone1:28486;Drone2:28486,47474.0,relative_confirmed,receive,Drone2
d1_measure_9496,Drone1,Drone1:28487;Drone2:28486,47476.0,velocity_measured,local,
d1_send_d2_9496,Drone1,Drone1:28488;Drone2:28486,47476.2,velocity_sent,send,Drone2
d2_recv_d1_9496,Drone2,Drone1:28488;Drone2:28487,47477.0,processing,receive,Drone1
d2_compute_9496,Drone2,Drone1:28488;Drone2:28488,47477.5,relative_computed,local,
d2_send_d1_9496,Drone2,Drone1:28488;Drone2:28489,47478.0,relative_sent,send,Drone1
d1_recv_d2_9496,Drone1,Drone1:28489;Drone2:28489,47479.0,relative_confirmed,receive,Drone2
d1_measure_9497,Drone1,Drone1:28490;Drone2:28489,47481.0,velocity_measured,local,
d1_send_d2_9497,Drone1,Drone1:28491;Drone2:28489,47481.2,velocity_sent,send,Drone2
d2_recv_d1_9497,Drone2,Drone1:28491;Drone2:28490,47482.0,processing,receive,Drone1
d2_compute_9497,Drone2,Drone1:28491;Drone2:28491,47482.5,relative_computed,local,
d2_send_d1_9497,Drone2,Drone1:28491;Drone2:28492,47483.0,relative_sent,send,Drone1
d1_recv_d2_9497,Drone1,Drone1:28492;Drone2:28492,47484.0,relative_confirmed,receive,Drone2
d1_measure_9498,Drone1,Drone1:28493;Drone2:28492,47486.0,velocity_measured,local,
d1_send_d2_9498,Drone1,Drone1:28494;Drone2:28492,47486.2,velocity_sent,send,Drone2
d2_recv_d1_9498,Drone2,Drone1:28494;Drone2:28493,47487.0,processing,receive,Drone1
d2_compute_9498,Drone2,Drone1:28494;Drone2:28494,47487.5,relative_computed,local,
d2_send_d1_9498,Drone2,Drone1:28494;Drone2:28495,47488.0,relative_sent,send,Drone1
d1_recv_d2_9498,Drone1,Drone1:28495;Drone2:28495,47489.0,relative_confirmed,receive,Drone2
d1_measure_9499,Drone1,Drone1:28496;Drone2:28495,47491.0,velocity_measured,local,
d1_send_d2_9499,Drone1,Drone1:28497;Drone2:28495,47491.2,velocity_sent,send,Drone2
d2_recv_d1_9499,Drone2,Drone1:28497;Drone2:28496,47492.0,processing,receive,Drone1
d2_compute_9499,Drone2,Drone1:28497;Drone2:28497,47492.5,relative_computed,local,
d2_send_d1_9499,Drone2,Drone1:28497;Drone2:28498,47493.0,relative_sent,send,Drone1
d1_recv_d2_9499,Drone1,Drone1:28498;Drone2:28498,47494.0,relative_confirmed,receive,Drone2
d1_measure_9500,Drone1,Drone1:28499;Drone2:28498,47496.0,velocity_measured,local,
d1_send_d2_9500,Drone1,Drone1:28500;Drone2:28498,47496.2,velocity_sent,send,Drone2
d2_recv_d1_9500,Drone2,Drone1:28500;Drone2:28499,47497.0,processing,receive,Drone1
d2_compute_9500,Drone2,Drone1:28500;Drone2:28500,47497.5,relative_computed,local,
d2_send_d1_9500,Drone2,Drone1:28500;Drone2:28501,47498.0,relative_sent,send,Drone1
d1_recv_d2_9500,Drone1,Drone1:28501;Drone2:28501,47499.0,relative_confirmed,receive,Drone2
d1_measure_9501,Drone1,Drone1:28502;Drone2:28501,47501.0,velocity_measured,local,
d1_send_d2_9501,Drone1,Drone1:28503;Drone2:28501,47501.2,velocity_sent,send,Drone2
d2_recv_d1_9501,Drone2,Drone1:28503;Drone2:28502,47502.0,processing,receive,Drone1
d2_compute_9501,Drone2,Drone1:28503;Drone2:28503,47502.5,relative_computed,local,
d2_send_d1_9501,Drone2,Drone1:28503;Drone2:28504,47503.0,relative_sent,send,Drone1
d1_recv_d2_9501,Drone1,Drone1:28504;Drone2:28504,47504.0,relative_confirmed,receive,Drone2
d1_measure_9502,Drone1,Drone1:28505;Drone2:28504,47506.0,velocity_measured,local,
d1_send_d2_9502,Drone1,Drone1:28506;Drone2:28504,47506.2,velocity_sent,send,Drone2
d2_recv_d1_9502,Drone2,Drone1:28506;Drone2:28505,47507.0,processing,receive,Drone1
d2_compute_9502,Drone2,Drone1:28506;Drone2:28506,47507.5,relative_computed,local,
d2_send_d1_9502,Drone2,Drone1:28506;Drone2:28507,47508.0,relative_sent,send,Drone1
d1_recv_d2_9502,Drone1,Drone1:28507;Drone2:28507,47509.0,relative_confirmed,receive,Drone2
d1_measure_9503,Drone1,Drone1:28508;Drone2:28507,47511.0,velocity_measured,local,
d1_send_d2_9503,Drone1,Drone1:28509;Drone2:28507,47511.2,velocity_sent,send,Drone2
d2_recv_d1_9503,Drone2,Drone1:28509;Drone2:28508,47512.0,processing,receive,Drone1
d2_compute_9503,Drone2,Drone1:28509;Drone2:28509,47512.5,relative_computed,local,
d2_send_d1_9503,Drone2,Drone1:28509;Drone2:28510,47513.0,relative_sent,send,Drone1
d1_recv_d2_9503,Drone1,Drone1:28510;Drone2:28510,47514.0,relative_confirmed,receive,Drone2
d1_measure_9504,Drone1,Drone1:28511;Drone2:28510,47516.0,velocity_measured,local,
d1_send_d2_9504,Drone1,Drone1:28512;Drone2:28510,47516.2,velocity_sent,send,Drone2
d2_recv_d1_9504,Drone2,Drone1:28512;Drone2:28511,47517.0,processing,receive,Drone1
d2_compute_9504,Drone2,Drone1:28512;Drone2:28512,47517.5,relative_computed,local,
d2_send_d1_9504,Drone2,Drone1:28512;Drone2:28513,47518.0,relative_sent,send,Drone1
d1_recv_d2_9504,Drone1,Drone1:28513;Drone2:28513,47519.0,relative_confirmed,receive,Drone2
d1_measure_9505,Drone1,Drone1:28514;Drone2:28513,47521.0,velocity_measured,local,
d1_send_d2_9505,Drone1,Drone1:28515;Drone2:28513,47521.2,velocity_sent,send,Drone2
d2_recv_d1_9505,Drone2,Drone1:28515;Drone2:28514,47522.0,processing,receive,Drone1
d2_compute_9505,Drone2,Drone1:28515;Drone2:28515,47522.5,relative_computed,local,
d2_send_d1_9505,Drone2,Drone1:28515;Drone2:28516,47523.0,relative_sent,send,Drone1
d1_recv_d2_9505,Drone1,Drone1:28516;Drone2:28516,47524.0,relative_confirmed,receive,Drone2
d1_measure_9506,Drone1,Drone1:28517;Drone2:28516,47526.0,velocity_measured,local,
d1_send_d2_9506,Drone1,Drone1:28518;Drone2:28516,47526.2,velocity_sent,send,Drone2
d2_recv_d1_9506,Drone2,Drone1:28518;Drone2:28517,47527.0,processing,receive,Drone1
d2_compute_9506,Drone2,Drone1:28518;Drone2:28518,47527.5,relative_computed,local,
d2_send_d1_9506,Drone2,Drone1:28518;Drone2:28519,47528.0,relative_sent,send,Drone1
d1_recv_d2_9506,Drone1,Drone1:28519;Drone2:28519,47529.0,relative_confirmed,receive,Drone2
d1_measure_9507,Drone1,Drone1:28520;Drone2:28519,47531.0,velocity_measured,local,
d1_send_d2_9507,Drone1,Drone1:28521;Drone2:28519,47531.2,velocity_sent,send,Drone2
d2_recv_d1_9507,Drone2,Drone1:28521;Drone2:28520,47532.0,processing,receive,Drone1
d2_compute_9507,Drone2,Drone1:28521;Drone2:28521,47532.5,relative_computed,local,
d2_send_d1_9507,Drone2,Drone1:28521;Drone2:28522,47533.0,relative_sent,send,Drone1
d1_recv_d2_9507,Drone1,Drone1:28522;Drone2:28522,47534.0,relative_confirmed,receive,Drone2
d1_measure_9508,Drone1,Drone1:28523;Drone2:28522,47536.0,velocity_measured,local,
d1_send_d2_9508,Drone1,Drone1:28524;Drone2:28522,47536.2,velocity_sent,send,Drone2
d2_recv_d1_9508,Drone2,Drone1:28524;Drone2:28523,47537.0,processing,receive,Drone1
d2_compute_9508,Drone2,Drone1:28524;Drone2:28524,47537.5,relative_computed,local,
d2_send_d1_9508,Drone2,Drone1:28524;Drone2:28525,47538.0,relative_sent,send,Drone1
d1_recv_d2_9508,Drone1,Drone1:28525;Drone2:28525,47539.0,relative_confirmed,receive,Drone2
d1_measure_9509,Drone1,Drone1:28526;Drone2:28525,47541.0,velocity_measured,local,
d1_send_d2_9509,Drone1,Drone1:28527;Drone2:28525,47541.2,velocity_sent,send,Drone2
d2_recv_d1_9509,Drone2,Drone1:28527;Drone2:28526,47542.0,processing,receive,Drone1
d2_compute_9509,Drone2,Drone1:28527;Drone2:28527,47542.5,relative_computed,local,
d2_send_d1_9509,Drone2,Drone1:28527;Drone2:28528,47543.0,relative_sent,send,Drone1
d1_recv_d2_9509,Drone1,Drone1:28528;Drone2:28528,47544.0,relative_confirmed,receive,Drone2
d1_measure_9510,Drone1,Drone1:28529;Drone2:28528,47546.0,velocity_measured,local,
d1_send_d2_9510,Drone1,Drone1:28530;Drone2:28528,47546.2,velocity_sent,send,Drone2
d2_recv_d1_9510,Drone2,Drone1:28530;Drone2:28529,47547.0,processing,receive,Drone1
d2_compute_9510,Drone2,Drone1:28530;Drone2:28530,47547.5,relative_computed,local,
d2_send_d1_9510,Drone2,Drone1:28530;Drone2:28531,47548.0,relative_sent,send,Drone1
d1_recv_d2_9510,Drone1,Drone1:28531;Drone2:28531,47549.0,relative_confirmed,receive,Drone2
d1_measure_9511,Drone1,Drone1:28532;Drone2:28531,47551.0,velocity_measured,local,
d1_send_d2_9511,Drone1,Drone1:28533;Drone2:28531,47551.2,velocity_sent,send,Drone2
d2_recv_d1_9511,Drone2,Drone1:28533;Drone2:28532,47552.0,processing,receive,Drone1
d2_compute_9511,Drone2,Drone1:28533;Drone2:28533,47552.5,relative_computed,local,
d2_send_d1_9511,Drone2,Drone1:28533;Drone2:28534,47553.0,relative_sent,send,Drone1
d1_recv_d2_9511,Drone1,Drone1:28534;Drone2:28534,47554.0,relative_confirmed,receive,Drone2
d1_measure_9512,Drone1,Drone1:28535;Drone2:28534,47556.0,velocity_measured,local,
d1_send_d2_9512,Drone1,Drone1:28536;Drone2:28534,47556.2,velocity_sent,send,Drone2
d2_recv_d1_9512,Drone2,Drone1:28536;Drone2:28535,47557.0,processing,receive,Drone1
d2_compute_9512,Drone2,Drone1:28536;Drone2:28536,47557.5,relative_computed,local,
d2_send_d1_9512,Drone2,Drone1:28536;Drone2:28537,47558.0,relative_sent,send,Drone1
d1_recv_d2_9512,Drone1,Drone1:28537;Drone2:28537,47559.0,relative_confirmed,receive,Drone2
d1_measure_9513,Drone1,Drone1:28538;Drone2:28537,47561.0,velocity_measured,local,
d1_send_d2_9513,Drone1,Drone1:28539;Drone2:28537,47561.2,velocity_sent,send,Drone2
d2_recv_d1_9513,Drone2,Drone1:28539;Drone2:28538,47562.0,processing,receive,Drone1
d2_compute_9513,Drone2,Drone1:28539;Drone2:28539,47562.5,relative_computed,local,
d2_send_d1_9513,Drone2,Drone1:28539;Drone2:28540,47563.0,relative_sent,send,Drone1
d1_recv_d2_9513,Drone1,Drone1:28540;Drone2:28540,47564.0,relative_confirmed,receive,Drone2
d1_measure_9514,Drone1,Drone1:28541;Drone2:28540,47566.0,velocity_measured,local,
d1_send_d2_9514,Drone1,Drone1:28542;Drone2:28540,47566.2,velocity_sent,send,Drone2
d2_recv_d1_9514,Drone2,Drone1:28542;Drone2:28541,47567.0,processing,receive,Drone1
d2_compute_9514,Drone2,Drone1:28542;Drone2:28542,47567.5,relative_computed,local,
d2_send_d1_9514,Drone2,Drone1:28542;Drone2:28543,47568.0,relative_sent,send,Drone1
d1_recv_d2_9514,Drone1,Drone1:28543;Drone2:28543,47569.0,relative_confirmed,receive,Drone2
d1_measure_9515,Drone1,Drone1:28544;Drone2:28543,47571.0,velocity_measured,local,
d1_send_d2_9515,Drone1,Drone1:28545;Drone2:28543,47571.2,velocity_sent,send,Drone2
d2_recv_d1_9515,Drone2,Drone1:28545;Drone2:28544,47572.0,processing,receive,Drone1
d2_compute_9515,Drone2,Drone1:28545;Drone2:28545,47572.5,relative_computed,local,
d2_send_d1_9515,Drone2,Drone1:28545;Drone2:28546,47573.0,relative_sent,send,Drone1
d1_recv_d2_9515,Drone1,Drone1:28546;Drone2:28546,47574.0,relative_confirmed,receive,Drone2
d1_measure_9516,Drone1,Drone1:28547;Drone2:28546,47576.0,velocity_measured,local,
d1_send_d2_9516,Drone1,Drone1:28548;Drone2:28546,47576.2,velocity_sent,send,Drone2
d2_recv_d1_9516,Drone2,Drone1:28548;Drone2:28547,47577.0,processing,receive,Drone1
d2_compute_9516,Drone2,Drone1:28548;Drone2:28548,47577.5,relative_computed,local,
d2_send_d1_9516,Drone2,Drone1:28548;Drone2:28549,47578.0,relative_sent,send,Drone1
d1_recv_d2_9516,Drone1,Drone1:28549;Drone2:28549,47579.0,relative_confirmed,receive,Drone2
d1_measure_9517,Drone1,Drone1:28550;Drone2:28549,47581.0,velocity_measured,local,
d1_send_d2_9517,Drone1,Drone1:28551;Drone2:28549,47581.2,velocity_sent,send,Drone2
d2_recv_d1_9517,Drone2,Drone1:28551;Drone2:28550,47582.0,processing,receive,Drone1
d2_compute_9517,Drone2,Drone1:28551;Drone2:28551,47582.5,relative_computed,local,
d2_send_d1_9517,Drone2,Drone1:28551;Drone2:28552,47583.0,relative_sent,send,Drone1
d1_recv_d2_9517,Drone1,Drone1:28552;Drone2:28552,47584.0,relative_confirmed,receive,Drone2
d1_measure_9518,Drone1,Drone1:28553;Drone2:28552,47586.0,velocity_measured,local,
d1_send_d2_9518,Drone1,Drone1:28554;Drone2:28552,47586.2,velocity_sent,send,Drone2
d2_recv_d1_9518,Drone2,Drone1:28554;Drone2:28553,47587.0,processing,receive,Drone1
d2_compute_9518,Drone2,Drone1:28554;Drone2:28554,47587.5,relative_computed,local,
d2_send_d1_9518,Drone2,Drone1:28554;Drone2:28555,47588.0,relative_sent,send,Drone1
d1_recv_d2_9518,Drone1,Drone1:28555;Drone2:28555,47589.0,relative_confirmed,receive,Drone2
d1_measure_9519,Drone1,Drone1:28556;Drone2:28555,47591.0,velocity_measured,local,
d1_send_d2_9519,Drone1,Drone1:28557;Drone2:28555,47591.2,velocity_sent,send,Drone2
d2_recv_d1_9519,Drone2,Drone1:28557;Drone2:28556,47592.0,processing,receive,Drone1
d2_compute_9519,Drone2,Drone1:28557;Drone2:28557,47592.5,relative_computed,local,
d2_send_d1_9519,Drone2,Drone1:28557;Drone2:28558,47593.0,relative_sent,send,Drone1
d1_recv_d2_9519,Drone1,Drone1:28558;Drone2:28558,47594.0,relative_confirmed,receive,Drone2
d1_measure_9520,Drone1,Drone1:28559;Drone2:28558,47596.0,velocity_measured,local,
d1_send_d2_9520,Drone1,Drone1:28560;Drone2:28558,47596.2,velocity_sent,send,Drone2
d2_recv_d1_9520,Drone2,Drone1:28560;Drone2:28559,47597.0,processing,receive,Drone1
d2_compute_9520,Drone2,Drone1:28560;Drone2:28560,47597.5,relative_computed,local,
d2_send_d1_9520,Drone2,Drone1:28560;Drone2:28561,47598.0,relative_sent,send,Drone1
d1_recv_d2_9520,Drone1,Drone1:28561;Drone2:28561,47599.0,relative_confirmed,receive,Drone2
d1_measure_9521,Drone1,Drone1:28562;Drone2:28561,47601.0,velocity_measured,local,
d1_send_d2_9521,Drone1,Drone1:28563;Drone2:28561,47601.2,velocity_sent,send,Drone2
d2_recv_d1_9521,Drone2,Drone1:28563;Drone2:28562,47602.0,processing,receive,Drone1
d2_compute_9521,Drone2,Drone1:28563;Drone2:28563,47602.5,relative_computed,local,
d2_send_d1_9521,Drone2,Drone1:28563;Drone2:28564,47603.0,relative_sent,send,Drone1
d1_recv_d2_9521,Drone1,Drone1:28564;Drone2:28564,47604.0,relative_confirmed,receive,Drone2
d1_measure_9522,Drone1,Drone1:28565;Drone2:28564,47606.0,velocity_measured,local,
d1_send_d2_9522,Drone1,Drone1:28566;Drone2:28564,47606.2,velocity_sent,send,Drone2
d2_recv_d1_9522,Drone2,Drone1:28566;Drone2:28565,47607.0,processing,receive,Drone1
d2_compute_9522,Drone2,Drone1:28566;Drone2:28566,47607.5,relative_computed,local,
d2_send_d1_9522,Drone2,Drone1:28566;Drone2:28567,47608.0,relative_sent,send,Drone1
d1_recv_d2_9522,Drone1,Drone1:28567;Drone2:28567,47609.0,relative_confirmed,receive,Drone2
d1_measure_9523,Drone1,Drone1:28568;Drone2:28567,47611.0,velocity_measured,local,
d1_send_d2_9523,Drone1,Drone1:28569;Drone2:28567,47611.2,velocity_sent,send,Drone2
d2_recv_d1_9523,Drone2,Drone1:28569;Drone2:28568,47612.0,processing,receive,Drone1
d2_compute_9523,Drone2,Drone1:28569;Drone2:28569,47612.5,relative_computed,local,
d2_send_d1_9523,Drone2,Drone1:28569;Drone2:28570,47613.0,relative_sent,send,Drone1
d1_recv_d2_9523,Drone1,Drone1:28570;Drone2:28570,47614.0,relative_confirmed,receive,Drone2
d1_measure_9524,Drone1,Drone1:28571;Drone2:28570,47616.0,velocity_measured,local,
d1_send_d2_9524,Drone1,Drone1:28572;Drone2:28570,47616.2,velocity_sent,send,Drone2
d2_recv_d1_9524,Drone2,Drone1:28572;Drone2:28571,47617.0,processing,receive,Drone1
d2_compute_9524,Drone2,Drone1:28572;Drone2:28572,47617.5,relative_computed,local,
d2_send_d1_9524,Drone2,Drone1:28572;Drone2:28573,47618.0,relative_sent,send,Drone1
d1_recv_d2_9524,Drone1,Drone1:28573;Drone2:28573,47619.0,relative_confirmed,receive,Drone2
d1_measure_9525,Drone1,Drone1:28574;Drone2:28573,47621.0,velocity_measured,local,
d1_send_d2_9525,Drone1,Drone1:28575;Drone2:28573,47621.2,velocity_sent,send,Drone2
d2_recv_d1_9525,Drone2,Drone1:28575;Drone2:28574,47622.0,processing,receive,Drone1
d2_compute_9525,Drone2,Drone1:28575;Drone2:28575,47622.5,relative_computed,local,
d2_send_d1_9525,Drone2,Drone1:28575;Drone2:28576,47623.0,relative_sent,send,Drone1
d1_recv_d2_9525,Drone1,Drone1:28576;Drone2:28576,47624.0,relative_confirmed,receive,Drone2
d1_measure_9526,Drone1,Drone1:28577;Drone2:28576,47626.0,velocity_measured,local,
d1_send_d2_9526,Drone1,Drone1:28578;Drone2:28576,47626.2,velocity_sent,send,Drone2
d2_recv_d1_9526,Drone2,Drone1:28578;Drone2:28577,47627.0,processing,receive,Drone1
d2_compute_9526,Drone2,Drone1:28578;Drone2:28578,47627.5,relative_computed,local,
d2_send_d1_9526,Drone2,Drone1:28578;Drone2:28579,47628.0,relative_sent,send,Drone1
d1_recv_d2_9526,Drone1,Drone1:28579;Drone2:28579,47629.0,relative_confirmed,receive,Drone2
d1_measure_9527,Drone1,Drone1:28580;Drone2:28579,47631.0,velocity_measured,local,
d1_send_d2_9527,Drone1,Drone1:28581;Drone2:28579,47631.2,velocity_sent,send,Drone2
d2_recv_d1_9527,Drone2,Drone1:28581;Drone2:28580,47632.0,processing,receive,Drone1
d2_compute_9527,Drone2,Drone1:28581;Drone2:28581,47632.5,relative_computed,local,
d2_send_d1_9527,Drone2,Drone1:28581;Drone2:28582,47633.0,relative_sent,send,Drone1
d1_recv_d2_9527,Drone1,Drone1:28582;Drone2:28582,47634.0,relative_confirmed,receive,Drone2
d1_measure_9528,Drone1,Drone1:28583;Drone2:28582,47636.0,velocity_measured,local,
d1_send_d2_9528,Drone1,Drone1:28584;Drone2:28582,47636.2,velocity_sent,send,Drone2
d2_recv_d1_9528,Drone2,Drone1:28584;Drone2:28583,47637.0,processing,receive,Drone1
d2_compute_9528,Drone2,Drone1:28584;Drone2:28584,47637.5,relative_computed,local,
d2_send_d1_9528,Drone2,Drone1:28584;Drone2:28585,47638.0,relative_sent,send,Drone1
d1_recv_d2_9528,Drone1,Drone1:28585;Drone2:28585,47639.0,relative_confirmed,receive,Drone2
d1_measure_9529,Drone1,Drone1:28586;Drone2:28585,47641.0,velocity_measured,local,
d1_send_d2_9529,Drone1,Drone1:28587;Drone2:28585,47641.2,velocity_sent,send,Drone2
d2_recv_d1_9529,Drone2,Drone1:28587;Drone2:28586,47642.0,processing,receive,Drone1
d2_compute_9529,Drone2,Drone1:28587;Drone2:28587,47642.5,relative_computed,local,
d2_send_d1_9529,Drone2,Drone1:28587;Drone2:28588,47643.0,relative_sent,send,Drone1
d1_recv_d2_9529,Drone1,Drone1:28588;Drone2:28588,47644.0,relative_confirmed,receive,Drone2
d1_measure_9530,Drone1,Drone1:28589;Drone2:28588,47646.0,velocity_measured,local,
d1_send_d2_9530,Drone1,Drone1:28590;Drone2:28588,47646.2,velocity_sent,send,Drone2
d2_recv_d1_9530,Drone2,Drone1:28590;Drone2:28589,47647.0,processing,receive,Drone1
d2_compute_9530,Drone2,Drone1:28590;Drone2:28590,47647.5,relative_computed,local,
d2_send_d1_9530,Drone2,Drone1:28590;Drone2:28591,47648.0,relative_sent,send,Drone1
d1_recv_d2_9530,Drone1,Drone1:28591;Drone2:28591,47649.0,relative_confirmed,receive,Drone2
d1_measure_9531,Drone1,Drone1:28592;Drone2:28591,47651.0,velocity_measured,local,
d1_send_d2_9531,Drone1,Drone1:28593;Drone2:28591,47651.2,velocity_sent,send,Drone2
d2_recv_d1_9531,Drone2,Drone1:28593;Drone2:28592,47652.0,processing,receive,Drone1
d2_compute_9531,Drone2,Drone1:28593;Drone2:28593,47652.5,relative_computed,local,
d2_send_d1_9531,Drone2,Drone1:28593;Drone2:28594,47653.0,relative_sent,send,Drone1
d1_recv_d2_9531,Drone1,Drone1:28594;Drone2:28594,47654.0,relative_confirmed,receive,Drone2
d1_measure_9532,Drone1,Drone1:28595;Drone2:28594,47656.0,velocity_measured,local,
d1_send_d2_9532,Drone1,Drone1:28596;Drone2:28594,47656.2,velocity_sent,send,Drone2
d2_recv_d1_9532,Drone2,Drone1:28596;Drone2:28595,47657.0,processing,receive,Drone1
d2_compute_9532,Drone2,Drone1:28596;Drone2:28596,47657.5,relative_computed,local,
d2_send_d1_9532,Drone2,Drone1:28596;Drone2:28597,47658.0,relative_sent,send,Drone1
d1_recv_d2_9532,Drone1,Drone1:28597;Drone2:28597,47659.0,relative_confirmed,receive,Drone2
d1_measure_9533,Drone1,Drone1:28598;Drone2:28597,47661.0,velocity_measured,local,
d1_send_d2_9533,Drone1,Drone1:28599;Drone2:28597,47661.2,velocity_sent,send,Drone2
d2_recv_d1_9533,Drone2,Drone1:28599;Drone2:28598,47662.0,processing,receive,Drone1
d2_compute_9533,Drone2,Drone1:28599;Drone2:28599,47662.5,relative_computed,local,
d2_send_d1_9533,Drone2,Drone1:28599;Drone2:28600,47663.0,relative_sent,send,Drone1
d1_recv_d2_9533,Drone1,Drone1:28600;Drone2:28600,47664.0,relative_confirmed,receive,Drone2
d1_measure_9534,Drone1,Drone1:28601;Drone2:28600,47666.0,velocity_measured,local,
d1_send_d2_9534,Drone1,Drone1:28602;Drone2:28600,47666.2,velocity_sent,send,Drone2
d2_recv_d1_9534,Drone2,Drone1:28602;Drone2:28601,47667.0,processing,receive,Drone1
d2_compute_9534,Drone2,Drone1:28602;Drone2:28602,47667.5,relative_computed,local,
d2_send_d1_9534,Drone2,Drone1:28602;Drone2:28603,47668.0,relative_sent,send,Drone1
d1_recv_d2_9534,Drone1,Drone1:28603;Drone2:28603,47669.0,relative_confirmed,receive,Drone2
d1_measure_9535,Drone1,Drone1:28604;Drone2:28603,47671.0,velocity_measured,local,
d1_send_d2_9535,Drone1,Drone1:28605;Drone2:28603,47671.2,velocity_sent,send,Drone2
d2_recv_d1_9535,Drone2,Drone1:28605;Drone2:28604,47672.0,processing,receive,Drone1
d2_compute_9535,Drone2,Drone1:28605;Drone2:28605,47672.5,relative_computed,local,
d2_send_d1_9535,Drone2,Drone1:28605;Drone2:28606,47673.0,relative_sent,send,Drone1
d1_recv_d2_9535,Drone1,Drone1:28606;Drone2:28606,47674.0,relative_confirmed,receive,Drone2
d1_measure_9536,Drone1,Drone1:28607;Drone2:28606,47676.0,velocity_measured,local,
d1_send_d2_9536,Drone1,Drone1:28608;Drone2:28606,47676.2,velocity_sent,send,Drone2
d2_recv_d1_9536,Drone2,Drone1:28608;Drone2:28607,47677.0,processing,receive,Drone1
d2_compute_9536,Drone2,Drone1:28608;Drone2:28608,47677.5,relative_computed,local,
d2_send_d1_9536,Drone2,Drone1:28608;Drone2:28609,47678.0,relative_sent,send,Drone1
d1_recv_d2_9536,Drone1,Drone1:28609;Drone2:28609,47679.0,relative_confirmed,receive,Drone2
d1_measure_9537,Drone1,Drone1:28610;Drone2:28609,47681.0,velocity_measured,local,
d1_send_d2_9537,Drone1,Drone1:28611;Drone2:28609,47681.2,velocity_sent,send,Drone2
d2_recv_d1_9537,Drone2,Drone1:28611;Drone2:28610,47682.0,processing,receive,Drone1
d2_compute_9537,Drone2,Drone1:28611;Drone2:28611,47682.5,relative_computed,local,
d2_send_d1_9537,Drone2,Drone1:28611;Drone2:28612,47683.0,relative_sent,send,Drone1
d1_recv_d2_9537,Drone1,Drone1:28612;Drone2:28612,47684.0,relative_confirmed,receive,Drone2
d1_measure_9538,Drone1,Drone1:28613;Drone2:28612,47686.0,velocity_measured,local,
d1_send_d2_9538,Drone1,Drone1:28614;Drone2:28612,47686.2,velocity_sent,send,Drone2
d2_recv_d1_9538,Drone2,Drone1:28614;Drone2:28613,47687.0,processing,receive,Drone1
d2_compute_9538,Drone2,Drone1:28614;Drone2:28614,47687.5,relative_computed,local,
d2_send_d1_9538,Drone2,Drone1:28614;Drone2:28615,47688.0,relative_sent,send,Drone1
d1_recv_d2_9538,Drone1,Drone1:28615;Drone2:28615,47689.0,relative_confirmed,receive,Drone2
d1_measure_9539,Drone1,Drone1:28616;Drone2:28615,47691.0,velocity_measured,local,
d1_send_d2_9539,Drone1,Drone1:28617;Drone2:28615,47691.2,velocity_sent,send,Drone2
d2_recv_d1_9539,Drone2,Drone1:28617;Drone2:28616,47692.0,processing,receive,Drone1
d2_compute_9539,Drone2,Drone1:28617;Drone2:28617,47692.5,relative_computed,local,
d2_send_d1_9539,Drone2,Drone1:28617;Drone2:28618,47693.0,relative_sent,send,Drone1
d1_recv_d2_9539,Drone1,Drone1:28618;Drone2:28618,47694.0,relative_confirmed,receive,Drone2
d1_measure_9540,Drone1,Drone1:28619;Drone2:28618,47696.0,velocity_measured,local,
d1_send_d2_9540,Drone1,Drone1:28620;Drone2:28618,47696.2,velocity_sent,send,Drone2
d2_recv_d1_9540,Drone2,Drone1:28620;Drone2:28619,47697.0,processing,receive,Drone1
d2_compute_9540,Drone2,Drone1:28620;Drone2:28620,47697.5,relative_computed,local,
d2_send_d1_9540,Drone2,Drone1:28620;Drone2:28621,47698.0,relative_sent,send,Drone1
d1_recv_d2_9540,Drone1,Drone1:28621;Drone2:28621,47699.0,relative_confirmed,receive,Drone2
d1_measure_9541,Drone1,Drone1:28622;Drone2:28621,47701.0,velocity_measured,local,
d1_send_d2_9541,Drone1,Drone1:28623;Drone2:28621,47701.2,velocity_sent,send,Drone2
d2_recv_d1_9541,Drone2,Drone1:28623;Drone2:28622,47702.0,processing,receive,Drone1
