# Generated drone relative-velocity trace
# total_events: 1000
# drone_count: 2
# system_processes: Drone1|Drone2
eid,processes,vc,timestamp,props,event_type,msg_partner
d1_init,Drone1,Drone1:1;Drone2:0,0.0,stable,local,
d2_compute_103,Drone2,Drone1:309;Drone2:309,512.5,relative_computed,local,
d2_send_d1_103,Drone2,Drone1:309;Drone2:310,513.0,relative_sent,send,Drone1
d1_recv_d2_103,Drone1,Drone1:310;Drone2:310,514.0,relative_confirmed,receive,Drone2
d1_measure_104,Drone1,Drone1:311;Drone2:310,516.0,velocity_measured,local,
d1_send_d2_104,Drone1,Drone1:312;Drone2:310,516.2,velocity_sent,send,Drone2
d2_recv_d1_104,Drone2,Drone1:312;Drone2:311,517.0,processing,receive,Drone1
d2_compute_104,Drone2,Drone1:312;Drone2:312,517.5,relative_computed,local,
d2_send_d1_104,Drone2,Drone1:312;Drone2:313,518.0,relative_sent,send,Drone1
d1_recv_d2_104,Drone1,Drone1:313;Drone2:313,519.0,relative_confirmed,receive,Drone2
d1_measure_105,Drone1,Drone1:314;Drone2:313,521.0,velocity_measured,local,
d1_send_d2_105,Drone1,Drone1:315;Drone2:313,521.2,velocity_sent,send,Drone2
d2_recv_d1_105,Drone2,Drone1:315;Drone2:314,522.0,processing,receive,Drone1
d2_compute_105,Drone2,Drone1:315;Drone2:315,522.5,relative_computed,local,
d2_send_d1_105,Drone2,Drone1:315;Drone2:316,523.0,relative_sent,send,Drone1
d1_recv_d2_105,Drone1,Drone1:316;Drone2:316,524.0,relative_confirmed,receive,Drone2
d1_measure_106,Drone1,Drone1:317;Drone2:316,526.0,velocity_measured,local,
d1_send_d2_106,Drone1,Drone1:318;Drone2:316,526.2,velocity_sent,send,Drone2
d2_recv_d1_106,Drone2,Drone1:318;Drone2:317,527.0,processing,receive,Drone1
d2_compute_106,Drone2,Drone1:318;Drone2:318,527.5,relative_computed,local,
d2_send_d1_106,Drone2,Drone1:318;Drone2:319,528.0,relative_sent,send,Drone1
d1_recv_d2_106,Drone1,Drone1:319;Drone2:319,529.0,relative_confirmed,receive,Drone2
d1_measure_107,Drone1,Drone1:320;Drone2:319,531.0,velocity_measured,local,
d1_send_d2_107,Drone1,Drone1:321;Drone2:319,531.2,velocity_sent,send,Drone2
d2_recv_d1_107,Drone2,Drone1:321;Drone2:320,532.0,processing,receive,Drone1
d2_compute_107,Drone2,Drone1:321;Drone2:321,532.5,relative_computed,local,
d2_send_d1_107,Drone2,Drone1:321;Drone2:322,533.0,relative_sent,send,Drone1
d1_recv_d2_107,Drone1,Drone1:322;Drone2:322,534.0,relative_confirmed,receive,Drone2
d1_measure_108,Drone1,Drone1:323;Drone2:322,536.0,velocity_measured,local,
d1_send_d2_108,Drone1,Drone1:324;Drone2:322,536.2,velocity_sent,send,Drone2
d2_recv_d1_108,Drone2,Drone1:324;Drone2:323,537.0,processing,receive,Drone1
d2_compute_108,Drone2,Drone1:324;Drone2:324,537.5,relative_computed,local,
d2_send_d1_108,Drone2,Drone1:324;Drone2:325,538.0,relative_sent,send,Drone1
d1_recv_d2_108,Drone1,Drone1:325;Drone2:325,539.0,relative_confirmed,receive,Drone2
d1_measure_109,Drone1,Drone1:326;Drone2:325,541.0,velocity_measured,local,
d1_send_d2_109,Drone1,Drone1:327;Drone2:325,541.2,velocity_sent,send,Drone2
d2_recv_d1_109,Drone2,Drone1:327;Drone2:326,542.0,processing,receive,Drone1
d2_compute_109,Drone2,Drone1:327;Drone2:327,542.5,relative_computed,local,
d2_send_d1_109,Drone2,Drone1:327;Drone2:328,543.0,relative_sent,send,Drone1
d1_recv_d2_109,Drone1,Drone1:328;Drone2:328,544.0,relative_confirmed,receive,Drone2
d1_measure_110,Drone1,Drone1:329;Drone2:328,546.0,velocity_measured,local,
d1_send_d2_110,Drone1,Drone1:330;Drone2:328,546.2,velocity_sent,send,Drone2
d2_recv_d1_110,Drone2,Drone1:330;Drone2:329,547.0,processing,receive,Drone1
d2_compute_110,Drone2,Drone1:330;Drone2:330,547.5,relative_computed,local,
d2_send_d1_110,Drone2,Drone1:330;Drone2:331,548.0,relative_sent,send,Drone1
d1_recv_d2_110,Drone1,Drone1:331;Drone2:331,549.0,relative_confirmed,receive,Drone2
d1_measure_111,Drone1,Drone1:332;Drone2:331,551.0,velocity_measured,local,
d1_send_d2_111,Drone1,Drone1:333;Drone2:331,551.2,velocity_sent,send,Drone2
d2_recv_d1_111,Drone2,Drone1:333;Drone2:332,552.0,processing,receive,Drone1
d2_compute_111,Drone2,Drone1:333;Drone2:333,552.5,relative_computed,local,
d2_send_d1_111,Drone2,Drone1:333;Drone2:334,553.0,relative_sent,send,Drone1
d1_recv_d2_111,Drone1,Drone1:334;Drone2:334,554.0,relative_confirmed,receive,Drone2
d1_measure_112,Drone1,Drone1:335;Drone2:334,556.0,velocity_measured,local,
d1_send_d2_112,Drone1,Drone1:336;Drone2:334,556.2,velocity_sent,send,Drone2
d2_recv_d1_112,Drone2,Drone1:336;Drone2:335,557.0,processing,receive,Drone1
d2_compute_112,Drone2,Drone1:336;Drone2:336,557.5,relative_computed,local,
d2_send_d1_112,Drone2,Drone1:336;Drone2:337,558.0,relative_sent,send,Drone1
d1_recv_d2_112,Drone1,Drone1:337;Drone2:337,559.0,relative_confirmed,receive,Drone2
d1_measure_113,Drone1,Drone1:338;Drone2:337,561.0,velocity_measured,local,
d1_send_d2_113,Drone1,Drone1:339;Drone2:337,561.2,velocity_sent,send,Drone2
d2_recv_d1_113,Drone2,Drone1:339;Drone2:338,562.0,processing,receive,Drone1
d2_compute_113,Drone2,Drone1:339;Drone2:339,562.5,relative_computed,local,
d2_send_d1_113,Drone2,Drone1:339;Drone2:340,563.0,relative_sent,send,Drone1
d1_recv_d2_113,Drone1,Drone1:340;Drone2:340,564.0,relative_confirmed,receive,Drone2
d1_measure_114,Drone1,Drone1:341;Drone2:340,566.0,velocity_measured,local,
d1_send_d2_114,Drone1,Drone1:342;Drone2:340,566.2,velocity_sent,send,Drone2
d2_recv_d1_114,Drone2,Drone1:342;Drone2:341,567.0,processing,receive,Drone1
d2_compute_114,Drone2,Drone1:342;Drone2:342,567.5,relative_computed,local,
d2_send_d1_114,Drone2,Drone1:342;Drone2:343,568.0,relative_sent,send,Drone1
d1_recv_d2_114,Drone1,Drone1:343;Drone2:343,569.0,relative_confirmed,receive,Drone2
d1_measure_115,Drone1,Drone1:344;Drone2:343,571.0,velocity_measured,local,
d1_send_d2_115,Drone1,Drone1:345;Drone2:343,571.2,velocity_sent,send,Drone2
d2_recv_d1_115,Drone2,Drone1:345;Drone2:344,572.0,processing,receive,Drone1
d2_compute_115,Drone2,Drone1:345;Drone2:345,572.5,relative_computed,local,
d2_send_d1_115,Drone2,Drone1:345;Drone2:346,573.0,relative_sent,send,Drone1
d1_recv_d2_115,Drone1,Drone1:346;Drone2:346,574.0,relative_confirmed,receive,Drone2
d1_measure_116,Drone1,Drone1:347;Drone2:346,576.0,velocity_measured,local,
d1_send_d2_116,Drone1,Drone1:348;Drone2:346,576.2,velocity_sent,send,Drone2
d2_recv_d1_116,Drone2,Drone1:348;Drone2:347,577.0,processing,receive,Drone1
d2_compute_116,Drone2,Drone1:348;Drone2:348,577.5,relative_computed,local,
d2_send_d1_116,Drone2,Drone1:348;Drone2:349,578.0,relative_sent,send,Drone1
d1_recv_d2_116,Drone1,Drone1:349;Drone2:349,579.0,relative_confirmed,receive,Drone2
d1_measure_117,Drone1,Drone1:350;Drone2:349,581.0,velocity_measured,local,
d1_send_d2_117,Drone1,Drone1:351;Drone2:349,581.2,velocity_sent,send,Drone2
d2_recv_d1_117,Drone2,Drone1:351;Drone2:350,582.0,processing,receive,Drone1
d2_compute_117,Drone2,Drone1:351;Drone2:351,582.5,relative_computed,local,
d2_send_d1_117,Drone2,Drone1:351;Drone2:352,583.0,relative_sent,send,Drone1
d1_recv_d2_117,Drone1,Drone1:352;Drone2:352,584.0,relative_confirmed,receive,Drone2
d1_measure_118,Drone1,Drone1:353;Drone2:352,586.0,velocity_measured,local,
d1_send_d2_118,Drone1,Drone1:354;Drone2:352,586.2,velocity_sent,send,Drone2
d2_recv_d1_118,Drone2,Drone1:354;Drone2:353,587.0,processing,receive,Drone1
d2_compute_118,Drone2,Drone1:354;Drone2:354,587.5,relative_computed,local,
d2_send_d1_118,Drone2,Drone1:354;Drone2:355,588.0,relative_sent,send,Drone1
d1_recv_d2_118,Drone1,Drone1:355;Drone2:355,589.0,relative_confirmed,receive,Drone2
d1_measure_119,Drone1,Drone1:356;Drone2:355,591.0,velocity_measured,local,
d1_send_d2_119,Drone1,Drone1:357;Drone2:355,591.2,velocity_sent,send,Drone2
d2_recv_d1_119,Drone2,Drone1:357;Drone2:356,592.0,processing,receive,Drone1
d2_compute_119,Drone2,Drone1:357;Drone2:357,592.5,relative_computed,local,
d2_send_d1_119,Drone2,Drone1:357;Drone2:358,593.0,relative_sent,send,Drone1
d1_recv_d2_119,Drone1,Drone1:358;Drone2:358,594.0,relative_confirmed,receive,Drone2
d1_measure_120,Drone1,Drone1:359;Drone2:358,596.0,velocity_measured,local,
d1_send_d2_120,Drone1,Drone1:360;Drone2:358,596.2,velocity_sent,send,Drone2
d2_recv_d1_120,Drone2,Drone1:360;Drone2:359,597.0,processing,receive,Drone1
d2_compute_120,Drone2,Drone1:360;Drone2:360,597.5,relative_computed,local,
d2_send_d1_120,Drone2,Drone1:360;Drone2:361,598.0,relative_sent,send,Drone1
d1_recv_d2_120,Drone1,Drone1:361;Drone2:361,599.0,relative_confirmed,receive,Drone2
d1_measure_121,Drone1,Drone1:362;Drone2:361,601.0,velocity_measured,local,
d1_send_d2_121,Drone1,Drone1:363;Drone2:361,601.2,velocity_sent,send,Drone2
d2_recv_d1_121,Drone2,Drone1:363;Drone2:362,602.0,processing,receive,Drone1
d2_compute_121,Drone2,Drone1:363;Drone2:363,602.5,relative_computed,local,
d2_send_d1_121,Drone2,Drone1:363;Drone2:364,603.0,relative_sent,send,Drone1
d1_recv_d2_121,Drone1,Drone1:364;Drone2:364,604.0,relative_confirmed,receive,Drone2
d1_measure_122,Drone1,Drone1:365;Drone2:364,606.0,velocity_measured,local,
d1_send_d2_122,Drone1,Drone1:366;Drone2:364,606.2,velocity_sent,send,Drone2
d2_recv_d1_122,Drone2,Drone1:366;Drone2:365,607.0,processing,receive,Drone1
d2_compute_122,Drone2,Drone1:366;Drone2:366,607.5,relative_computed,local,
d2_send_d1_122,Drone2,Drone1:366;Drone2:367,608.0,relative_sent,send,Drone1
d1_recv_d2_122,Drone1,Drone1:367;Drone2:367,609.0,relative_confirmed,receive,Drone2
d1_measure_123,Drone1,Drone1:368;Drone2:367,611.0,velocity_measured,local,
d1_send_d2_123,Drone1,Drone1:369;Drone2:367,611.2,velocity_sent,send,Drone2
d2_recv_d1_123,Drone2,Drone1:369;Drone2:368,612.0,processing,receive,Drone1
d2_compute_123,Drone2,Drone1:369;Drone2:369,612.5,relative_computed,local,
d2_send_d1_123,Drone2,Drone1:369;Drone2:370,613.0,relative_sent,send,Drone1
d1_recv_d2_123,Drone1,Drone1:370;Drone2:370,614.0,relative_confirmed,receive,Drone2
d1_measure_124,Drone1,Drone1:371;Drone2:370,616.0,velocity_measured,local,
d1_send_d2_124,Drone1,Drone1:372;Drone2:370,616.2,velocity_sent,send,Drone2
d2_recv_d1_124,Drone2,Drone1:372;Drone2:371,617.0,processing,receive,Drone1
d2_compute_124,Drone2,Drone1:372;Drone2:372,617.5,relative_computed,local,
d2_send_d1_124,Drone2,Drone1:372;Drone2:373,618.0,relative_sent,send,Drone1
d1_recv_d2_124,Drone1,Drone1:373;Drone2:373,619.0,relative_confirmed,receive,Drone2
d1_measure_125,Drone1,Drone1:374;Drone2:373,621.0,velocity_measured,local,
d1_send_d2_125,Drone1,Drone1:375;Drone2:373,621.2,velocity_sent,send,Drone2
d2_recv_d1_125,Drone2,Drone1:375;Drone2:374,622.0,processing,receive,Drone1
d2_compute_125,Drone2,Drone1:375;Drone2:375,622.5,relative_computed,local,
d2_send_d1_125,Drone2,Drone1:375;Drone2:376,623.0,relative_sent,send,Drone1
d1_recv_d2_125,Drone1,Drone1:376;Drone2:376,624.0,relative_confirmed,receive,Drone2
d1_measure_126,Drone1,Drone1:377;Drone2:376,626.0,velocity_measured,local,
d1_send_d2_126,Drone1,Drone1:378;Drone2:376,626.2,velocity_sent,send,Drone2
d2_recv_d1_126,Drone2,Drone1:378;Drone2:377,627.0,processing,receive,Drone1
d2_compute_126,Drone2,Drone1:378;Drone2:378,627.5,relative_computed,local,
d2_send_d1_126,Drone2,Drone1:378;Drone2:379,628.0,relative_sent,send,Drone1
d1_recv_d2_126,Drone1,Drone1:379;Drone2:379,629.0,relative_confirmed,receive,Drone2
d1_measure_127,Drone1,Drone1:380;Drone2:379,631.0,velocity_measured,local,
d1_send_d2_127,Drone1,Drone1:381;Drone2:379,631.2,velocity_sent,send,Drone2
d2_recv_d1_127,Drone2,Drone1:381;Drone2:380,632.0,processing,receive,Drone1
d2_compute_127,Drone2,Drone1:381;Drone2:381,632.5,relative_computed,local,
d2_send_d1_127,Drone2,Drone1:381;Drone2:382,633.0,relative_sent,send,Drone1
d1_recv_d2_127,Drone1,Drone1:382;Drone2:382,634.0,relative_confirmed,receive,Drone2
d1_measure_128,Drone1,Drone1:383;Drone2:382,636.0,velocity_measured,local,
d1_send_d2_128,Drone1,Drone1:384;Drone2:382,636.2,velocity_sent,send,Drone2
d2_recv_d1_128,Drone2,Drone1:384;Drone2:383,637.0,processing,receive,Drone1
d2_compute_128,Drone2,Drone1:384;Drone2:384,637.5,relative_computed,local,
d2_send_d1_128,Drone2,Drone1:384;Drone2:385,638.0,relative_sent,send,Drone1
d1_recv_d2_128,Drone1,Drone1:385;Drone2:385,639.0,relative_confirmed,receive,Drone2
d1_measure_129,Drone1,Drone1:386;Drone2:385,641.0,velocity_measured,local,
d1_send_d2_129,Drone1,Drone1:387;Drone2:385,641.2,velocity_sent,send,Drone2
d2_recv_d1_129,Drone2,Drone1:387;Drone2:386,642.0,processing,receive,Drone1
d2_compute_129,Drone2,Drone1:387;Drone2:387,642.5,relative_computed,local,
d2_send_d1_129,Drone2,Drone1:387;Drone2:388,643.0,relative_sent,send,Drone1
d1_recv_d2_129,Drone1,Drone1:388;Drone2:388,644.0,relative_confirmed,receive,Drone2
d1_measure_130,Drone1,Drone1:389;Drone2:388,646.0,velocity_measured,local,
d1_send_d2_130,Drone1,Drone1:390;Drone2:388,646.2,velocity_sent,send,Drone2
d2_recv_d1_130,Drone2,Drone1:390;Drone2:389,647.0,processing,receive,Drone1
d2_compute_130,Drone2,Drone1:390;Drone2:390,647.5,relative_computed,local,
d2_send_d1_130,Drone2,Drone1:390;Drone2:391,648.0,relative_sent,send,Drone1
d1_recv_d2_130,Drone1,Drone1:391;Drone2:391,649.0,relative_confirmed,receive,Drone2
d1_measure_131,Drone1,Drone1:392;Drone2:391,651.0,velocity_measured,local,
d1_send_d2_131,Drone1,Drone1:393;Drone2:391,651.2,velocity_sent,send,Drone2
d2_recv_d1_131,Drone2,Drone1:393;Drone2:392,652.0,processing,receive,Drone1
d2_compute_131,Drone2,Drone1:393;Drone2:393,652.5,relative_computed,local,
d2_send_d1_131,Drone2,Drone1:393;Drone2:394,653.0,relative_sent,send,Drone1
d1_recv_d2_131,Drone1,Drone1:394;Drone2:394,654.0,relative_confirmed,receive,Drone2
d1_measure_132,Drone1,Drone1:395;Drone2:394,656.0,velocity_measured,local,
d1_send_d2_132,Drone1,Drone1:396;Drone2:394,656.2,velocity_sent,send,Drone2
d2_recv_d1_132,Drone2,Drone1:396;Drone2:395,657.0,processing,receive,Drone1
d2_compute_132,Drone2,Drone1:396;Drone2:396,657.5,relative_computed,local,
d2_send_d1_132,Drone2,Drone1:396;Drone2:397,658.0,relative_sent,send,Drone1
d1_recv_d2_132,Drone1,Drone1:397;Drone2:397,659.0,relative_confirmed,receive,Drone2
d1_measure_133,Drone1,Drone1:398;Drone2:397,661.0,velocity_measured,local,
d1_send_d2_133,Drone1,Drone1:399;Drone2:397,661.2,velocity_sent,send,Drone2
d2_recv_d1_133,Drone2,Drone1:399;Drone2:398,662.0,processing,receive,Drone1
d2_compute_133,Drone2,Drone1:399;Drone2:399,662.5,relative_computed,local,
d2_send_d1_133,Drone2,Drone1:399;Drone2:400,663.0,relative_sent,send,Drone1
d1_recv_d2_133,Drone1,Drone1:400;Drone2:400,664.0,relative_confirmed,receive,Drone2
d1_measure_134,Drone1,Drone1:401;Drone2:400,666.0,velocity_measured,local,
d1_send_d2_134,Drone1,Drone1:402;Drone2:400,666.2,velocity_sent,send,Drone2
d2_recv_d1_134,Drone2,Drone1:402;Drone2:401,667.0,processing,receive,Drone1
d2_compute_134,Drone2,Drone1:402;Drone2:402,667.5,relative_computed,local,
d2_send_d1_134,Drone2,Drone1:402;Drone2:403,668.0,relative_sent,send,Drone1
d1_recv_d2_134,Drone1,Drone1:403;Drone2:403,669.0,relative_confirmed,receive,Drone2
d1_measure_135,Drone1,Drone1:404;Drone2:403,671.0,velocity_measured,local,
d1_send_d2_135,Drone1,Drone1:405;Drone2:403,671.2,velocity_sent,send,Drone2
d2_recv_d1_135,Drone2,Drone1:405;Drone2:404,672.0,processing,receive,Drone1
d2_compute_135,Drone2,Drone1:405;Drone2:405,672.5,relative_computed,local,
d2_send_d1_135,Drone2,Drone1:405;Drone2:406,673.0,relative_sent,send,Drone1
d1_recv_d2_135,Drone1,Drone1:406;Drone2:406,674.0,relative_confirmed,receive,Drone2
d1_measure_136,Drone1,Drone1:407;Drone2:406,676.0,velocity_measured,local,
d1_send_d2_136,Drone1,Drone1:408;Drone2:406,676.2,velocity_sent,send,Drone2
d2_recv_d1_136,Drone2,Drone1:408;Drone2:407,677.0,processing,receive,Drone1
d2_compute_136,Drone2,Drone1:408;Drone2:408,677.5,relative_computed,local,
d2_send_d1_136,Drone2,Drone1:408;Drone2:409,678.0,relative_sent,send,Drone1
d1_recv_d2_136,Drone1,Drone1:409;Drone2:409,679.0,relative_confirmed,receive,Drone2
d1_measure_137,Drone1,Drone1:410;Drone2:409,681.0,velocity_measured,local,
d1_send_d2_137,Drone1,Drone1:411;Drone2:409,681.2,velocity_sent,send,Drone2
d2_recv_d1_137,Drone2,Drone1:411;Drone2:410,682.0,processing,receive,Drone1
d2_compute_137,Drone2,Drone1:411;Drone2:411,682.5,relative_computed,local,
d2_send_d1_137,Drone2,Drone1:411;Drone2:412,683.0,relative_sent,send,Drone1
d1_recv_d2_137,Drone1,Drone1:412;Drone2:412,684.0,relative_confirmed,receive,Drone2
d1_measure_138,Drone1,Drone1:413;Drone2:412,686.0,velocity_measured,local,
d1_send_d2_138,Drone1,Drone1:414;Drone2:412,686.2,velocity_sent,send,Drone2
d2_recv_d1_138,Drone2,Drone1:414;Drone2:413,687.0,processing,receive,Drone1
d2_compute_138,Drone2,Drone1:414;Drone2:414,687.5,relative_computed,local,
d2_send_d1_138,Drone2,Drone1:414;Drone2:415,688.0,relative_sent,send,Drone1
d1_recv_d2_138,Drone1,Drone1:415;Drone2:415,689.0,relative_confirmed,receive,Drone2
d1_measure_139,Drone1,Drone1:416;Drone2:415,691.0,velocity_measured,local,
d1_send_d2_139,Drone1,Drone1:417;Drone2:415,691.2,velocity_sent,send,Drone2
d2_recv_d1_139,Drone2,Drone1:417;Drone2:416,692.0,processing,receive,Drone1
d2_compute_139,Drone2,Drone1:417;Drone2:417,692.5,relative_computed,local,
d2_send_d1_139,Drone2,Drone1:417;Drone2:418,693.0,relative_sent,send,Drone1
d1_recv_d2_139,Drone1,Drone1:418;Drone2:418,694.0,relative_confirmed,receive,Drone2
d1_measure_140,Drone1,Drone1:419;Drone2:418,696.0,velocity_measured,local,
d1_send_d2_140,Drone1,Drone1:420;Drone2:418,696.2,velocity_sent,send,Drone2
d2_recv_d1_140,Drone2,Drone1:420;Drone2:419,697.0,processing,receive,Drone1
d2_compute_140,Drone2,Drone1:420;Drone2:420,697.5,relative_computed,local,
d2_send_d1_140,Drone2,Drone1:420;Drone2:421,698.0,relative_sent,send,Drone1
d1_recv_d2_140,Drone1,Drone1:421;Drone2:421,699.0,relative_confirmed,receive,Drone2
d1_measure_141,Drone1,Drone1:422;Drone2:421,701.0,velocity_measured,local,
d1_send_d2_141,Drone1,Drone1:423;Drone2:421,701.2,velocity_sent,send,Drone2
d2_recv_d1_141,Drone2,Drone1:423;Drone2:422,702.0,processing,receive,Drone1
d2_compute_141,Drone2,Drone1:423;Drone2:423,702.5,relative_computed,local,
d2_send_d1_141,Drone2,Drone1:423;Drone2:424,703.0,relative_sent,send,Drone1
d1_recv_d2_141,Drone1,Drone1:424;Drone2:424,704.0,relative_confirmed,receive,Drone2
d1_measure_142,Drone1,Drone1:425;Drone2:424,706.0,velocity_measured,local,
d1_send_d2_142,Drone1,Drone1:426;Drone2:424,706.2,velocity_sent,send,Drone2
d2_recv_d1_142,Drone2,Drone1:426;Drone2:425,707.0,processing,receive,Drone1
d2_compute_142,Drone2,Drone1:426;Drone2:426,707.5,relative_computed,local,
d2_send_d1_142,Drone2,Drone1:426;Drone2:427,708.0,relative_sent,send,Drone1
d1_recv_d2_142,Drone1,Drone1:427;Drone2:427,709.0,relative_confirmed,receive,Drone2
d1_measure_143,Drone1,Drone1:428;Drone2:427,711.0,velocity_measured,local,
d1_send_d2_143,Drone1,Drone1:429;Drone2:427,711.2,velocity_sent,send,Drone2
d2_recv_d1_143,Drone2,Drone1:429;Drone2:428,712.0,processing,receive,Drone1
d2_compute_143,Drone2,Drone1:429;Drone2:429,712.5,relative_computed,local,
d2_send_d1_143,Drone2,Drone1:429;Drone2:430,713.0,relative_sent,send,Drone1
d1_recv_d2_143,Drone1,Drone1:430;Drone2:430,714.0,relative_confirmed,receive,Drone2
d1_measure_144,Drone1,Drone1:431;Drone2:430,716.0,velocity_measured,local,
d1_send_d2_144,Drone1,Drone1:432;Drone2:430,716.2,velocity_sent,send,Drone2
d2_recv_d1_144,Drone2,Drone1:432;Drone2:431,717.0,processing,receive,Drone1
d2_compute_144,Drone2,Drone1:432;Drone2:432,717.5,relative_computed,local,
d2_send_d1_144,Drone2,Drone1:432;Drone2:433,718.0,relative_sent,send,Drone1
d1_recv_d2_144,Drone1,Drone1:433;Drone2:433,719.0,relative_confirmed,receive,Drone2
d1_measure_145,Drone1,Drone1:434;Drone2:433,721.0,velocity_measured,local,
d1_send_d2_145,Drone1,Drone1:435;Drone2:433,721.2,velocity_sent,send,Drone2
d2_recv_d1_145,Drone2,Drone1:435;Drone2:434,722.0,processing,receive,Drone1
d2_compute_145,Drone2,Drone1:435;Drone2:435,722.5,relative_computed,local,
d2_send_d1_145,Drone2,Drone1:435;Drone2:436,723.0,relative_sent,send,Drone1
d1_recv_d2_145,Drone1,Drone1:436;Drone2:436,724.0,relative_confirmed,receive,Drone2
d1_measure_146,Drone1,Drone1:437;Drone2:436,726.0,velocity_measured,local,
d1_send_d2_146,Drone1,Drone1:438;Drone2:436,726.2,velocity_sent,send,Drone2
d2_recv_d1_146,Drone2,Drone1:438;Drone2:437,727.0,processing,receive,Drone1
d2_compute_146,Drone2,Drone1:438;Drone2:438,727.5,relative_computed,local,
d2_send_d1_146,Drone2,Drone1:438;Drone2:439,728.0,relative_sent,send,Drone1
d1_recv_d2_146,Drone1,Drone1:439;Drone2:439,729.0,relative_confirmed,receive,Drone2
d1_measure_147,Drone1,Drone1:440;Drone2:439,731.0,velocity_measured,local,
d1_send_d2_147,Drone1,Drone1:441;Drone2:439,731.2,velocity_sent,send,Drone2
d2_recv_d1_147,Drone2,Drone1:441;Drone2:440,732.0,processing,receive,Drone1
d2_compute_147,Drone2,Drone1:441;Drone2:441,732.5,relative_computed,local,
d2_send_d1_147,Drone2,Drone1:441;Drone2:442,733.0,relative_sent,send,Drone1
d1_recv_d2_147,Drone1,Drone1:442;Drone2:442,734.0,relative_confirmed,receive,Drone2
d1_measure_148,Drone1,Drone1:443;Drone2:442,736.0,velocity_measured,local,
d1_send_d2_148,Drone1,Drone1:444;Drone2:442,736.2,velocity_sent,send,Drone2
d2_recv_d1_148,Drone2,Drone1:444;Drone2:443,737.0,processing,receive,Drone1
d2_compute_148,Drone2,Drone1:444;Drone2:444,737.5,relative_computed,local,
d2_send_d1_148,Drone2,Drone1:444;Drone2:445,738.0,relative_sent,send,Drone1
d1_recv_d2_148,Drone1,Drone1:445;Drone2:445,739.0,relative_confirmed,receive,Drone2
d1_measure_149,Drone1,Drone1:446;Drone2:445,741.0,velocity_measured,local,
d1_send_d2_149,Drone1,Drone1:447;Drone2:445,741.2,velocity_sent,send,Drone2
d2_recv_d1_149,Drone2,Drone1:447;Drone2:446,742.0,processing,receive,Drone1
d2_compute_149,Drone2,Drone1:447;Drone2:447,742.5,relative_computed,local,
d2_send_d1_149,Drone2,Drone1:447;Drone2:448,743.0,relative_sent,send,Drone1
d1_recv_d2_149,Drone1,Drone1:448;Drone2:448,744.0,relative_confirmed,receive,Drone2
d1_measure_150,Drone1,Drone1:449;Drone2:448,746.0,velocity_measured,local,
d1_send_d2_150,Drone1,Drone1:450;Drone2:448,746.2,velocity_sent,send,Drone2
d2_recv_d1_150,Drone2,Drone1:450;Drone2:449,747.0,processing,receive,Drone1
d2_compute_150,Drone2,Drone1:450;Drone2:450,747.5,relative_computed,local,
d2_send_d1_150,Drone2,Drone1:450;Drone2:451,748.0,relative_sent,send,Drone1
d1_recv_d2_150,Drone1,Drone1:451;Drone2:451,749.0,relative_confirmed,receive,Drone2
d1_measure_151,Drone1,Drone1:452;Drone2:451,751.0,velocity_measured,local,
d1_send_d2_151,Drone1,Drone1:453;Drone2:451,751.2,velocity_sent,send,Drone2
d2_recv_d1_151,Drone2,Drone1:453;Drone2:452,752.0,processing,receive,Drone1
d2_compute_151,Drone2,Drone1:453;Drone2:453,752.5,relative_computed,local,
d2_send_d1_151,Drone2,Drone1:453;Drone2:454,753.0,relative_sent,send,Drone1
d1_recv_d2_151,Drone1,Drone1:454;Drone2:454,754.0,relative_confirmed,receive,Drone2
d1_measure_152,Drone1,Drone1:455;Drone2:454,756.0,velocity_measured,local,
d1_send_d2_152,Drone1,Drone1:456;Drone2:454,756.2,velocity_sent,send,Drone2
d2_recv_d1_152,Drone2,Drone1:456;Drone2:455,757.0,processing,receive,Drone1
d2_compute_152,Drone2,Drone1:456;Drone2:456,757.5,relative_computed,local,
d2_send_d1_152,Drone2,Drone1:456;Drone2:457,758.0,relative_sent,send,Drone1
d1_recv_d2_152,Drone1,Drone1:457;Drone2:457,759.0,relative_confirmed,receive,Drone2
d1_measure_153,Drone1,Drone1:458;Drone2:457,761.0,velocity_measured,local,
d1_send_d2_153,Drone1,Drone1:459;Drone2:457,761.2,velocity_sent,send,Drone2
d2_recv_d1_153,Drone2,Drone1:459;Drone2:458,762.0,processing,receive,Drone1
d2_compute_153,Drone2,Drone1:459;Drone2:459,762.5,relative_computed,local,
d2_send_d1_153,Drone2,Drone1:459;Drone2:460,763.0,relative_sent,send,Drone1
d1_recv_d2_153,Drone1,Drone1:460;Drone2:460,764.0,relative_confirmed,receive,Drone2
d1_measure_154,Drone1,Drone1:461;Drone2:460,766.0,velocity_measured,local,
d1_send_d2_154,Drone1,Drone1:462;Drone2:460,766.2,velocity_sent,send,Drone2
d2_recv_d1_154,Drone2,Drone1:462;Drone2:461,767.0,processing,receive,Drone1
d2_compute_154,Drone2,Drone1:462;Drone2:462,767.5,relative_computed,local,
d2_send_d1_154,Drone2,Drone1:462;Drone2:463,768.0,relative_sent,send,Drone1
d1_recv_d2_154,Drone1,Drone1:463;Drone2:463,769.0,relative_confirmed,receive,Drone2
